Aikaleima(dd-mm-YYYY HH:MM:SS);Opiskelija;Tehtävä
17-09-2020 15:54:52;Opiskelija_077;L03-T3
17-09-2020 17:04:21;Opiskelija_078;L03-T3
21-09-2020 16:07:42;Opiskelija_079;L03-T3
19-09-2020 10:58:47;Opiskelija_080;L03-T3
18-09-2020 15:08:45;Opiskelija_081;L03-T3
21-09-2020 17:29:22;Opiskelija_082;L03-T3
21-09-2020 12:27:39;Opiskelija_083;L03-T3
20-09-2020 18:49:20;Opiskelija_084;L03-T3
21-09-2020 19:00:52;Opiskelija_085;L03-T3
16-09-2020 12:56:29;Opiskelija_087;L03-T3
15-09-2020 12:37:53;Opiskelija_088;L03-T3
16-09-2020 18:57:16;Opiskelija_089;L03-T3
17-09-2020 18:02:14;Opiskelija_090;L03-T3
15-09-2020 06:42:21;Opiskelija_091;L03-T3
16-09-2020 11:52:53;Opiskelija_092;L03-T3
22-09-2020 00:12:12;Opiskelija_093;L03-T3
20-09-2020 17:51:18;Opiskelija_094;L03-T3
16-09-2020 16:34:30;Opiskelija_095;L03-T3
18-09-2020 18:09:05;Opiskelija_096;L03-T3
17-09-2020 18:57:31;Opiskelija_097;L03-T3
15-09-2020 15:37:49;Opiskelija_098;L03-T3
21-09-2020 19:46:49;Opiskelija_099;L03-T3
17-09-2020 10:50:47;Opiskelija_100;L03-T3
15-09-2020 14:25:29;Opiskelija_103;L03-T3
15-09-2020 15:40:35;Opiskelija_104;L03-T3
15-09-2020 16:49:31;Opiskelija_106;L03-T3
15-09-2020 16:14:23;Opiskelija_107;L03-T3
22-09-2020 01:25:04;Opiskelija_108;L03-T3
15-09-2020 09:52:48;Opiskelija_109;L03-T3
22-09-2020 04:00:09;Opiskelija_110;L03-T3
16-09-2020 11:46:48;Opiskelija_111;L03-T3
21-09-2020 15:56:16;Opiskelija_112;L03-T3
16-09-2020 11:32:11;Opiskelija_113;L03-T3
21-09-2020 21:08:59;Opiskelija_115;L03-T3
17-09-2020 14:50:03;Opiskelija_116;L03-T3
19-09-2020 13:50:53;Opiskelija_117;L03-T3
17-09-2020 16:22:18;Opiskelija_118;L03-T3
19-09-2020 20:19:58;Opiskelija_119;L03-T3
15-09-2020 16:25:34;Opiskelija_120;L03-T3
18-09-2020 10:17:48;Opiskelija_121;L03-T3
15-09-2020 14:53:39;Opiskelija_122;L03-T3
21-09-2020 20:29:15;Opiskelija_123;L03-T3
21-09-2020 15:18:11;Opiskelija_124;L03-T3
21-09-2020 23:16:51;Opiskelija_125;L03-T3
18-09-2020 14:05:41;Opiskelija_126;L03-T3
21-09-2020 17:34:27;Opiskelija_127;L03-T3
22-09-2020 00:42:39;Opiskelija_128;L03-T3
17-09-2020 17:34:16;Opiskelija_129;L03-T3
21-09-2020 13:18:44;Opiskelija_130;L03-T3
20-09-2020 17:33:33;Opiskelija_131;L03-T3
15-09-2020 21:41:38;Opiskelija_132;L03-T3
18-09-2020 14:27:20;Opiskelija_133;L03-T3
21-09-2020 23:10:31;Opiskelija_134;L03-T3
15-09-2020 14:43:43;Opiskelija_135;L03-T3
15-09-2020 14:08:59;Opiskelija_136;L03-T3
15-09-2020 12:24:54;Opiskelija_137;L03-T3
20-09-2020 23:34:01;Opiskelija_138;L03-T3
15-09-2020 13:37:48;Opiskelija_141;L03-T3
20-09-2020 22:00:54;Opiskelija_142;L03-T3
17-09-2020 11:57:56;Opiskelija_143;L03-T3
20-09-2020 14:48:38;Opiskelija_144;L03-T3
21-09-2020 21:22:36;Opiskelija_145;L03-T3
15-09-2020 16:14:45;Opiskelija_146;L03-T3
21-09-2020 22:11:38;Opiskelija_147;L03-T3
21-09-2020 19:43:20;Opiskelija_149;L03-T3
16-09-2020 19:26:11;Opiskelija_150;L03-T3
15-09-2020 20:20:42;Opiskelija_151;L03-T3
17-09-2020 16:46:15;Opiskelija_152;L03-T3
17-09-2020 10:52:29;Opiskelija_153;L03-T3
15-09-2020 15:37:51;Opiskelija_155;L03-T3
15-09-2020 18:38:34;Opiskelija_156;L03-T3
16-09-2020 11:16:32;Opiskelija_157;L03-T3
15-09-2020 13:59:03;Opiskelija_158;L03-T3
19-09-2020 20:53:36;Opiskelija_159;L03-T3
21-09-2020 20:07:37;Opiskelija_160;L03-T3
21-09-2020 21:17:42;Opiskelija_161;L03-T3
16-09-2020 20:17:32;Opiskelija_162;L03-T3
15-09-2020 14:39:55;Opiskelija_163;L03-T3
21-09-2020 13:28:43;Opiskelija_164;L03-T3
16-09-2020 17:20:13;Opiskelija_165;L03-T3
15-09-2020 15:09:27;Opiskelija_166;L03-T3
15-09-2020 17:27:21;Opiskelija_167;L03-T3
21-09-2020 14:44:07;Opiskelija_168;L03-T3
17-09-2020 14:24:09;Opiskelija_169;L03-T3
15-09-2020 18:40:41;Opiskelija_170;L03-T3
22-09-2020 01:10:05;Opiskelija_171;L03-T3
21-09-2020 14:27:35;Opiskelija_172;L03-T3
15-09-2020 21:30:07;Opiskelija_173;L03-T3
16-09-2020 16:10:26;Opiskelija_174;L03-T3
17-09-2020 09:08:35;Opiskelija_175;L03-T3
15-09-2020 11:59:07;Opiskelija_176;L03-T3
16-09-2020 11:51:59;Opiskelija_177;L03-T3
20-09-2020 18:15:04;Opiskelija_178;L03-T3
15-09-2020 15:20:52;Opiskelija_179;L03-T3
15-09-2020 17:55:14;Opiskelija_180;L03-T3
21-09-2020 22:33:13;Opiskelija_181;L03-T3
21-09-2020 20:37:44;Opiskelija_182;L03-T3
15-09-2020 14:05:39;Opiskelija_183;L03-T3
21-09-2020 14:53:34;Opiskelija_184;L03-T3
17-09-2020 18:21:47;Opiskelija_185;L03-T3
15-09-2020 16:36:38;Opiskelija_186;L03-T3
15-09-2020 13:45:49;Opiskelija_187;L03-T3
16-09-2020 14:22:32;Opiskelija_188;L03-T3
18-09-2020 15:12:11;Opiskelija_189;L03-T3
17-09-2020 22:21:10;Opiskelija_190;L03-T3
19-09-2020 20:51:03;Opiskelija_191;L03-T3
21-09-2020 19:01:02;Opiskelija_193;L03-T3
17-09-2020 15:42:12;Opiskelija_194;L03-T3
15-09-2020 16:29:10;Opiskelija_195;L03-T3
18-09-2020 21:46:08;Opiskelija_196;L03-T3
16-09-2020 13:31:40;Opiskelija_199;L03-T3
18-09-2020 11:43:00;Opiskelija_200;L03-T3
21-09-2020 19:24:10;Opiskelija_201;L03-T3
19-09-2020 11:22:44;Opiskelija_202;L03-T3
16-09-2020 13:23:23;Opiskelija_203;L03-T3
15-09-2020 15:58:34;Opiskelija_204;L03-T3
20-09-2020 23:59:06;Opiskelija_205;L03-T3
16-09-2020 14:23:22;Opiskelija_206;L03-T3
17-09-2020 12:27:53;Opiskelija_207;L03-T3
17-09-2020 11:53:34;Opiskelija_208;L03-T3
21-09-2020 10:38:16;Opiskelija_209;L03-T3
21-09-2020 22:01:32;Opiskelija_210;L03-T3
17-09-2020 11:18:54;Opiskelija_212;L03-T3
21-09-2020 22:26:34;Opiskelija_213;L03-T3
17-09-2020 20:43:54;Opiskelija_214;L03-T3
15-09-2020 13:49:21;Opiskelija_215;L03-T3
19-09-2020 16:50:24;Opiskelija_216;L03-T3
20-09-2020 16:43:09;Opiskelija_217;L03-T3
15-09-2020 08:01:45;Opiskelija_218;L03-T3
15-09-2020 15:20:42;Opiskelija_219;L03-T3
21-09-2020 23:04:47;Opiskelija_220;L03-T3
17-09-2020 14:39:13;Opiskelija_221;L03-T3
17-09-2020 12:21:48;Opiskelija_222;L03-T3
19-09-2020 17:48:59;Opiskelija_223;L03-T3
20-09-2020 15:47:22;Opiskelija_224;L03-T3
16-09-2020 13:50:59;Opiskelija_225;L03-T3
17-09-2020 11:06:40;Opiskelija_226;L03-T3
17-09-2020 13:36:01;Opiskelija_227;L03-T3
15-09-2020 19:39:05;Opiskelija_229;L03-T3
15-09-2020 22:58:38;Opiskelija_231;L03-T3
18-09-2020 11:09:28;Opiskelija_232;L03-T3
15-09-2020 15:43:55;Opiskelija_233;L03-T3
15-09-2020 15:26:16;Opiskelija_235;L03-T3
16-09-2020 19:42:52;Opiskelija_237;L03-T3
16-09-2020 18:37:45;Opiskelija_238;L03-T3
15-09-2020 15:04:45;Opiskelija_239;L03-T3
17-09-2020 13:10:18;Opiskelija_240;L03-T3
15-09-2020 23:13:08;Opiskelija_241;L03-T3
20-09-2020 23:07:27;Opiskelija_242;L03-T3
19-09-2020 14:11:21;Opiskelija_243;L03-T3
22-09-2020 02:12:26;Opiskelija_244;L03-T3
17-09-2020 19:22:09;Opiskelija_245;L03-T3
15-09-2020 18:58:12;Opiskelija_246;L03-T3
20-09-2020 13:11:26;Opiskelija_247;L03-T3
17-09-2020 18:56:07;Opiskelija_248;L03-T3
16-09-2020 19:16:46;Opiskelija_249;L03-T3
15-09-2020 16:21:24;Opiskelija_250;L03-T3
21-09-2020 19:43:17;Opiskelija_253;L03-T3
18-09-2020 15:47:18;Opiskelija_254;L03-T3
16-09-2020 17:04:09;Opiskelija_255;L03-T3
21-09-2020 22:11:03;Opiskelija_256;L03-T3
16-09-2020 12:08:12;Opiskelija_257;L03-T3
15-09-2020 16:49:17;Opiskelija_258;L03-T3
15-09-2020 15:13:06;Opiskelija_259;L03-T3
15-09-2020 15:53:29;Opiskelija_260;L03-T3
16-09-2020 11:57:10;Opiskelija_262;L03-T3
15-09-2020 22:18:35;Opiskelija_263;L03-T3
17-09-2020 19:54:56;Opiskelija_264;L03-T3
15-09-2020 12:34:44;Opiskelija_265;L03-T3
16-09-2020 21:27:08;Opiskelija_266;L03-T3
17-09-2020 11:37:19;Opiskelija_267;L03-T3
15-09-2020 18:47:13;Opiskelija_268;L03-T3
15-09-2020 19:38:44;Opiskelija_269;L03-T3
15-09-2020 10:21:02;Opiskelija_270;L03-T3
21-09-2020 11:37:48;Opiskelija_271;L03-T3
21-09-2020 16:30:33;Opiskelija_272;L03-T3
21-09-2020 19:08:12;Opiskelija_274;L03-T3
20-09-2020 14:00:19;Opiskelija_275;L03-T3
15-09-2020 13:39:53;Opiskelija_276;L03-T3
16-09-2020 21:15:29;Opiskelija_277;L03-T3
16-09-2020 09:12:03;Opiskelija_278;L03-T3
22-09-2020 00:36:01;Opiskelija_279;L03-T3
16-09-2020 21:42:34;Opiskelija_282;L03-T3
15-09-2020 16:15:00;Opiskelija_283;L03-T3
21-09-2020 14:57:43;Opiskelija_284;L03-T3
22-09-2020 04:02:38;Opiskelija_285;L03-T3
15-09-2020 13:22:19;Opiskelija_286;L03-T3
19-09-2020 14:13:53;Opiskelija_287;L03-T3
15-09-2020 15:20:53;Opiskelija_288;L03-T3
22-09-2020 01:35:32;Opiskelija_289;L03-T3
19-09-2020 22:27:13;Opiskelija_290;L03-T3
21-09-2020 21:44:03;Opiskelija_291;L03-T3
15-09-2020 12:49:00;Opiskelija_292;L03-T3
22-09-2020 03:28:15;Opiskelija_293;L03-T3
21-09-2020 23:50:17;Opiskelija_294;L03-T3
15-09-2020 14:22:33;Opiskelija_295;L03-T3
15-09-2020 17:11:08;Opiskelija_296;L03-T3
16-09-2020 00:36:58;Opiskelija_297;L03-T3
21-09-2020 13:22:52;Opiskelija_300;L03-T3
16-09-2020 14:57:34;Opiskelija_301;L03-T3
17-09-2020 16:20:29;Opiskelija_302;L03-T3
15-09-2020 15:56:07;Opiskelija_303;L03-T3
15-09-2020 22:14:48;Opiskelija_304;L03-T3
16-09-2020 15:36:20;Opiskelija_305;L03-T3
15-09-2020 12:29:27;Opiskelija_306;L03-T3
15-09-2020 15:08:46;Opiskelija_307;L03-T3
21-09-2020 21:47:58;Opiskelija_308;L03-T3
15-09-2020 15:54:54;Opiskelija_309;L03-T3
16-09-2020 22:25:00;Opiskelija_310;L03-T3
16-09-2020 14:32:12;Opiskelija_311;L03-T3
15-09-2020 18:55:39;Opiskelija_312;L03-T3
18-09-2020 10:41:14;Opiskelija_313;L03-T3
21-09-2020 18:39:01;Opiskelija_314;L03-T3
18-09-2020 12:49:14;Opiskelija_315;L03-T3
20-09-2020 21:08:54;Opiskelija_316;L03-T3
21-09-2020 13:10:53;Opiskelija_317;L03-T3
16-09-2020 08:55:49;Opiskelija_318;L03-T3
21-09-2020 12:15:55;Opiskelija_319;L03-T3
17-09-2020 10:48:17;Opiskelija_320;L03-T3
15-09-2020 14:31:19;Opiskelija_321;L03-T3
21-09-2020 17:22:23;Opiskelija_322;L03-T3
17-09-2020 16:54:00;Opiskelija_323;L03-T3
15-09-2020 12:44:22;Opiskelija_324;L03-T3
15-09-2020 14:52:52;Opiskelija_325;L03-T3
20-09-2020 13:08:19;Opiskelija_326;L03-T3
15-09-2020 13:27:22;Opiskelija_327;L03-T3
21-09-2020 16:04:13;Opiskelija_328;L03-T3
17-09-2020 15:13:16;Opiskelija_329;L03-T3
15-09-2020 21:24:25;Opiskelija_330;L03-T3
15-09-2020 12:18:17;Opiskelija_331;L03-T3
17-09-2020 14:56:53;Opiskelija_332;L03-T3
17-09-2020 14:03:51;Opiskelija_334;L03-T3
15-09-2020 16:10:15;Opiskelija_335;L03-T3
18-09-2020 17:59:12;Opiskelija_336;L03-T3
20-09-2020 18:06:35;Opiskelija_337;L03-T3
19-09-2020 19:44:50;Opiskelija_338;L03-T3
16-09-2020 19:03:18;Opiskelija_339;L03-T3
15-09-2020 20:44:11;Opiskelija_340;L03-T3
15-09-2020 14:16:05;Opiskelija_342;L03-T3
21-09-2020 22:34:05;Opiskelija_343;L03-T3
21-09-2020 11:15:44;Opiskelija_344;L03-T3
16-09-2020 13:56:05;Opiskelija_345;L03-T3
21-09-2020 16:51:41;Opiskelija_346;L03-T3
20-09-2020 16:32:35;Opiskelija_347;L03-T3
15-09-2020 14:10:48;Opiskelija_348;L03-T3
21-09-2020 14:06:16;Opiskelija_349;L03-T3
15-09-2020 14:55:50;Opiskelija_350;L03-T3
16-09-2020 19:17:16;Opiskelija_351;L03-T3
17-09-2020 02:25:24;Opiskelija_352;L03-T3
16-09-2020 12:53:58;Opiskelija_353;L03-T3
22-09-2020 03:22:08;Opiskelija_354;L03-T3
22-09-2020 00:31:39;Opiskelija_355;L03-T3
21-09-2020 20:42:45;Opiskelija_356;L03-T3
15-09-2020 16:23:11;Opiskelija_357;L03-T3
21-09-2020 22:40:06;Opiskelija_358;L03-T3
15-09-2020 21:32:02;Opiskelija_359;L03-T3
15-09-2020 16:15:32;Opiskelija_360;L03-T3
21-09-2020 19:17:49;Opiskelija_362;L03-T3
16-09-2020 13:56:39;Opiskelija_364;L03-T3
16-09-2020 21:55:11;Opiskelija_365;L03-T3
21-09-2020 16:32:44;Opiskelija_366;L03-T3
18-09-2020 15:41:04;Opiskelija_367;L03-T3
15-09-2020 20:35:54;Opiskelija_368;L03-T3
16-09-2020 18:27:55;Opiskelija_369;L03-T3
15-09-2020 13:29:35;Opiskelija_370;L03-T3
16-09-2020 17:05:44;Opiskelija_371;L03-T3
15-09-2020 11:23:13;Opiskelija_372;L03-T3
15-09-2020 15:05:41;Opiskelija_373;L03-T3
16-09-2020 16:58:29;Opiskelija_374;L03-T3
16-09-2020 13:47:28;Opiskelija_375;L03-T3
21-09-2020 23:15:24;Opiskelija_376;L03-T3
19-09-2020 18:33:35;Opiskelija_377;L03-T3
15-09-2020 14:34:39;Opiskelija_378;L03-T3
15-09-2020 13:35:03;Opiskelija_379;L03-T3
16-09-2020 23:39:49;Opiskelija_380;L03-T3
19-09-2020 20:49:40;Opiskelija_381;L03-T3
15-09-2020 13:28:58;Opiskelija_382;L03-T3
19-09-2020 11:15:38;Opiskelija_384;L03-T3
20-09-2020 16:49:24;Opiskelija_385;L03-T3
16-09-2020 14:59:06;Opiskelija_386;L03-T3
15-09-2020 16:46:38;Opiskelija_387;L03-T3
21-09-2020 23:26:10;Opiskelija_388;L03-T3
16-09-2020 10:57:57;Opiskelija_389;L03-T3
15-09-2020 18:41:06;Opiskelija_390;L03-T3
21-09-2020 21:48:27;Opiskelija_392;L03-T3
21-09-2020 17:12:59;Opiskelija_393;L03-T3
17-09-2020 18:12:45;Opiskelija_394;L03-T3
15-09-2020 12:49:11;Opiskelija_395;L03-T3
18-09-2020 15:57:08;Opiskelija_396;L03-T3
21-09-2020 16:49:13;Opiskelija_399;L03-T3
21-09-2020 12:38:05;Opiskelija_400;L03-T3
16-09-2020 16:21:15;Opiskelija_401;L03-T3
15-09-2020 16:57:54;Opiskelija_402;L03-T3
16-09-2020 16:14:22;Opiskelija_403;L03-T3
16-09-2020 15:00:48;Opiskelija_404;L03-T3
15-09-2020 20:27:36;Opiskelija_405;L03-T3
21-09-2020 14:16:19;Opiskelija_406;L03-T3
17-09-2020 14:24:37;Opiskelija_407;L03-T3
20-09-2020 08:41:55;Opiskelija_408;L03-T3
16-09-2020 16:20:35;Opiskelija_409;L03-T3
21-09-2020 21:07:11;Opiskelija_410;L03-T3
15-09-2020 15:42:28;Opiskelija_411;L03-T3
17-09-2020 20:32:44;Opiskelija_412;L03-T3
15-09-2020 11:54:03;Opiskelija_413;L03-T3
21-09-2020 18:13:41;Opiskelija_414;L03-T3
16-09-2020 18:54:17;Opiskelija_415;L03-T3
16-09-2020 20:05:08;Opiskelija_416;L03-T3
21-09-2020 19:48:44;Opiskelija_417;L03-T3
17-09-2020 19:05:29;Opiskelija_418;L03-T3
15-09-2020 17:23:17;Opiskelija_419;L03-T3
20-09-2020 17:11:20;Opiskelija_420;L03-T3
15-09-2020 13:54:33;Opiskelija_421;L03-T3
21-09-2020 22:51:09;Opiskelija_422;L03-T3
19-09-2020 23:11:36;Opiskelija_423;L03-T3
15-09-2020 15:15:44;Opiskelija_424;L03-T3
17-09-2020 13:47:44;Opiskelija_425;L03-T3
15-09-2020 12:39:05;Opiskelija_428;L03-T3
16-09-2020 10:45:32;Opiskelija_429;L03-T3
15-09-2020 21:46:27;Opiskelija_430;L03-T3
16-09-2020 18:44:39;Opiskelija_431;L03-T3
18-09-2020 14:50:17;Opiskelija_432;L03-T3
21-09-2020 15:39:16;Opiskelija_433;L03-T3
17-09-2020 11:28:50;Opiskelija_434;L03-T3
15-09-2020 14:48:41;Opiskelija_435;L03-T3
15-09-2020 14:35:34;Opiskelija_436;L03-T3
16-09-2020 14:58:08;Opiskelija_437;L03-T3
21-09-2020 18:23:46;Opiskelija_438;L03-T3
17-09-2020 17:27:31;Opiskelija_439;L03-T3
16-09-2020 14:34:46;Opiskelija_440;L03-T3
20-09-2020 20:10:27;Opiskelija_441;L03-T3
21-09-2020 22:35:23;Opiskelija_442;L03-T3
19-09-2020 11:29:36;Opiskelija_443;L03-T3
18-09-2020 10:42:46;Opiskelija_444;L03-T3
18-09-2020 14:21:34;Opiskelija_445;L03-T3
16-09-2020 10:41:47;Opiskelija_446;L03-T3
20-09-2020 23:14:53;Opiskelija_448;L03-T3
15-09-2020 15:04:12;Opiskelija_449;L03-T3
16-09-2020 10:29:41;Opiskelija_450;L03-T3
22-09-2020 00:57:17;Opiskelija_451;L03-T3
16-09-2020 22:09:45;Opiskelija_452;L03-T3
21-09-2020 21:43:29;Opiskelija_453;L03-T3
21-09-2020 19:34:03;Opiskelija_454;L03-T3
16-09-2020 17:48:40;Opiskelija_455;L03-T3
15-09-2020 14:24:06;Opiskelija_456;L03-T3
16-09-2020 10:07:27;Opiskelija_457;L03-T3
15-09-2020 18:56:16;Opiskelija_458;L03-T3
17-09-2020 16:21:18;Opiskelija_459;L03-T3
17-09-2020 09:09:23;Opiskelija_462;L03-T3
19-09-2020 15:30:33;Opiskelija_463;L03-T3
21-09-2020 19:50:45;Opiskelija_464;L03-T3
16-09-2020 17:15:43;Opiskelija_465;L03-T3
21-09-2020 14:50:38;Opiskelija_466;L03-T3
21-09-2020 21:05:29;Opiskelija_467;L03-T3
21-09-2020 15:27:56;Opiskelija_468;L03-T3
17-09-2020 21:10:48;Opiskelija_469;L03-T3
15-09-2020 23:07:47;Opiskelija_470;L03-T3
15-09-2020 18:03:09;Opiskelija_471;L03-T3
21-09-2020 22:23:12;Opiskelija_472;L03-T3
15-09-2020 15:45:40;Opiskelija_474;L03-T3
21-09-2020 13:25:29;Opiskelija_475;L03-T3
15-09-2020 22:48:12;Opiskelija_476;L03-T3
15-09-2020 17:44:38;Opiskelija_477;L03-T3
15-09-2020 18:50:02;Opiskelija_478;L03-T3
21-09-2020 20:06:09;Opiskelija_479;L03-T3
17-09-2020 10:35:45;Opiskelija_480;L03-T3
19-09-2020 14:01:55;Opiskelija_481;L03-T3
16-09-2020 05:44:08;Opiskelija_482;L03-T3
21-09-2020 17:54:30;Opiskelija_483;L03-T3
18-09-2020 15:07:35;Opiskelija_484;L03-T3
22-09-2020 00:50:19;Opiskelija_485;L03-T3
19-09-2020 12:18:46;Opiskelija_486;L03-T3
16-09-2020 12:25:46;Opiskelija_488;L03-T3
15-09-2020 17:50:23;Opiskelija_489;L03-T3
16-09-2020 18:40:28;Opiskelija_490;L03-T3
16-09-2020 14:12:13;Opiskelija_492;L03-T3
17-09-2020 08:09:18;Opiskelija_493;L03-T3
17-09-2020 19:04:52;Opiskelija_494;L03-T3
15-09-2020 23:36:51;Opiskelija_495;L03-T3
16-09-2020 16:12:31;Opiskelija_496;L03-T3
15-09-2020 18:35:08;Opiskelija_497;L03-T3
22-09-2020 03:48:32;Opiskelija_498;L03-T3
15-09-2020 16:00:02;Opiskelija_499;L03-T3
17-09-2020 11:02:21;Opiskelija_500;L03-T3
21-09-2020 16:05:29;Opiskelija_501;L03-T3
15-09-2020 18:51:36;Opiskelija_502;L03-T3
18-09-2020 14:25:12;Opiskelija_503;L03-T3
21-09-2020 15:36:30;Opiskelija_504;L03-T3
18-09-2020 13:46:27;Opiskelija_505;L03-T3
18-09-2020 22:46:02;Opiskelija_506;L03-T3
20-09-2020 17:50:06;Opiskelija_507;L03-T3
15-09-2020 11:38:44;Opiskelija_508;L03-T3
17-09-2020 10:46:50;Opiskelija_509;L03-T3
17-09-2020 15:59:30;Opiskelija_510;L03-T3
16-09-2020 12:47:11;Opiskelija_511;L03-T3
18-09-2020 15:36:48;Opiskelija_512;L03-T3
21-09-2020 20:00:56;Opiskelija_514;L03-T3
18-09-2020 18:13:35;Opiskelija_515;L03-T3
16-09-2020 11:46:05;Opiskelija_516;L03-T3
19-09-2020 15:18:36;Opiskelija_517;L03-T3
21-09-2020 20:52:57;Opiskelija_518;L03-T3
21-09-2020 19:55:52;Opiskelija_001;L03-T4
15-09-2020 13:36:07;Opiskelija_003;L03-T4
16-09-2020 13:31:33;Opiskelija_004;L03-T4
15-09-2020 08:25:33;Opiskelija_005;L03-T4
16-09-2020 18:27:50;Opiskelija_007;L03-T4
20-09-2020 01:41:17;Opiskelija_008;L03-T4
21-09-2020 21:31:04;Opiskelija_009;L03-T4
15-09-2020 19:26:18;Opiskelija_010;L03-T4
15-09-2020 20:53:45;Opiskelija_011;L03-T4
20-09-2020 15:17:07;Opiskelija_012;L03-T4
17-09-2020 14:27:22;Opiskelija_014;L03-T4
15-09-2020 17:26:29;Opiskelija_016;L03-T4
16-09-2020 11:35:39;Opiskelija_017;L03-T4
15-09-2020 17:10:02;Opiskelija_018;L03-T4
17-09-2020 19:53:57;Opiskelija_019;L03-T4
16-09-2020 20:18:25;Opiskelija_020;L03-T4
21-09-2020 20:56:16;Opiskelija_021;L03-T4
17-09-2020 19:57:46;Opiskelija_022;L03-T4
21-09-2020 14:07:59;Opiskelija_023;L03-T4
15-09-2020 22:59:23;Opiskelija_024;L03-T4
18-09-2020 14:49:40;Opiskelija_026;L03-T4
21-09-2020 21:57:05;Opiskelija_027;L03-T4
22-09-2020 00:16:14;Opiskelija_028;L03-T4
21-09-2020 14:22:58;Opiskelija_030;L03-T4
21-09-2020 23:28:36;Opiskelija_031;L03-T4
21-09-2020 19:37:17;Opiskelija_034;L03-T4
17-09-2020 11:26:24;Opiskelija_035;L03-T4
16-09-2020 00:26:04;Opiskelija_036;L03-T4
17-09-2020 18:00:48;Opiskelija_038;L03-T4
16-09-2020 15:11:13;Opiskelija_039;L03-T4
21-09-2020 16:40:03;Opiskelija_040;L03-T4
16-09-2020 09:42:56;Opiskelija_041;L03-T4
15-09-2020 19:26:32;Opiskelija_042;L03-T4
16-09-2020 13:30:48;Opiskelija_043;L03-T4
22-09-2020 01:48:49;Opiskelija_044;L03-T4
15-09-2020 20:30:29;Opiskelija_045;L03-T4
16-09-2020 20:39:12;Opiskelija_046;L03-T4
16-09-2020 13:10:42;Opiskelija_047;L03-T4
20-09-2020 21:52:00;Opiskelija_048;L03-T4
21-09-2020 10:55:17;Opiskelija_049;L03-T4
16-09-2020 19:20:07;Opiskelija_050;L03-T4
21-09-2020 14:25:03;Opiskelija_051;L03-T4
21-09-2020 13:10:20;Opiskelija_052;L03-T4
19-09-2020 21:45:04;Opiskelija_053;L03-T4
15-09-2020 15:25:24;Opiskelija_054;L03-T4
21-09-2020 21:07:33;Opiskelija_055;L03-T4
18-09-2020 22:06:58;Opiskelija_056;L03-T4
16-09-2020 23:27:01;Opiskelija_057;L03-T4
20-09-2020 09:09:49;Opiskelija_058;L03-T4
15-09-2020 16:46:20;Opiskelija_059;L03-T4
15-09-2020 16:50:51;Opiskelija_060;L03-T4
15-09-2020 18:31:25;Opiskelija_062;L03-T4
16-09-2020 20:57:12;Opiskelija_063;L03-T4
15-09-2020 14:30:56;Opiskelija_064;L03-T4
21-09-2020 16:47:24;Opiskelija_065;L03-T4
15-09-2020 09:23:23;Opiskelija_066;L03-T4
20-09-2020 09:59:43;Opiskelija_067;L03-T4
17-09-2020 15:21:24;Opiskelija_068;L03-T4
15-09-2020 15:18:34;Opiskelija_069;L03-T4
18-09-2020 13:42:13;Opiskelija_070;L03-T4
20-09-2020 22:06:56;Opiskelija_071;L03-T4
22-09-2020 01:04:18;Opiskelija_072;L03-T4
18-09-2020 15:13:42;Opiskelija_074;L03-T4
17-09-2020 14:46:54;Opiskelija_075;L03-T4
18-09-2020 13:15:27;Opiskelija_078;L03-T4
21-09-2020 16:38:45;Opiskelija_079;L03-T4
19-09-2020 11:57:33;Opiskelija_080;L03-T4
18-09-2020 15:24:25;Opiskelija_081;L03-T4
21-09-2020 17:32:46;Opiskelija_082;L03-T4
21-09-2020 12:45:55;Opiskelija_083;L03-T4
21-09-2020 15:13:18;Opiskelija_084;L03-T4
21-09-2020 19:29:37;Opiskelija_085;L03-T4
16-09-2020 13:18:48;Opiskelija_087;L03-T4
15-09-2020 12:59:40;Opiskelija_088;L03-T4
16-09-2020 20:04:21;Opiskelija_089;L03-T4
21-09-2020 23:59:27;Opiskelija_090;L03-T4
15-09-2020 06:53:55;Opiskelija_091;L03-T4
17-09-2020 15:49:32;Opiskelija_092;L03-T4
22-09-2020 00:32:49;Opiskelija_093;L03-T4
20-09-2020 18:48:33;Opiskelija_094;L03-T4
17-09-2020 12:35:15;Opiskelija_095;L03-T4
18-09-2020 18:42:34;Opiskelija_096;L03-T4
20-09-2020 17:00:35;Opiskelija_097;L03-T4
15-09-2020 19:17:22;Opiskelija_098;L03-T4
17-09-2020 11:59:40;Opiskelija_100;L03-T4
16-09-2020 14:08:16;Opiskelija_103;L03-T4
15-09-2020 16:29:48;Opiskelija_104;L03-T4
15-09-2020 15:24:39;Opiskelija_106;L03-T4
15-09-2020 18:56:08;Opiskelija_107;L03-T4
22-09-2020 02:58:33;Opiskelija_108;L03-T4
15-09-2020 17:36:22;Opiskelija_109;L03-T4
22-09-2020 04:02:50;Opiskelija_110;L03-T4
16-09-2020 12:25:08;Opiskelija_111;L03-T4
16-09-2020 14:26:22;Opiskelija_113;L03-T4
21-09-2020 21:49:03;Opiskelija_115;L03-T4
17-09-2020 16:00:48;Opiskelija_116;L03-T4
19-09-2020 18:54:33;Opiskelija_117;L03-T4
18-09-2020 09:14:19;Opiskelija_118;L03-T4
